Match,TeamInnings,Name,Runs,Balls,Fours,Sixes,Strike_Rate,pos,Out_or_Notout,MatchId
New Zealand Vs Ireland,New Zealand,Finn Allen ,32,18,5,1,177.77,1,out,1862
New Zealand Vs Ireland,New Zealand,Devon Conway ,28,33,2,0,84.84,2,out,1862
New Zealand Vs Ireland,New Zealand,Kane Williamson ,61,35,5,3,174.28,3,out,1862
New Zealand Vs Ireland,New Zealand,Glenn Phillips ,17,9,2,1,188.88,4,out,1862
New Zealand Vs Ireland,New Zealand,Daryl Mitchell ,31,21,2,0,147.61,5,not out ,1862
New Zealand Vs Ireland,New Zealand,James Neesham ,0,1,0,0,0.00,6,out,1862
New Zealand Vs Ireland,New Zealand,Mitchell Santner ,0,1,0,0,0.00,7,out,1862
New Zealand Vs Ireland,New Zealand,Tim Southee ,1,2,0,0,50.00,8,not out ,1862
New Zealand Vs Ireland,Ireland,Paul Stirling ,37,27,3,1,137.03,1,out,1862
New Zealand Vs Ireland,Ireland,Andy Balbirnie ,30,25,0,3,120.00,2,out,1862
New Zealand Vs Ireland,Ireland,Lorcan Tucker ,13,14,0,0,92.85,3,out,1862
New Zealand Vs Ireland,Ireland,Harry Tector ,2,7,0,0,28.57,4,out,1862
New Zealand Vs Ireland,Ireland,Gareth Delany ,10,8,2,0,125.00,5,out,1862
New Zealand Vs Ireland,Ireland,George Dockrell ,23,15,3,0,153.33,6,out,1862
New Zealand Vs Ireland,Ireland,Curtis Campher ,7,7,1,0,100.00,7,out,1862
New Zealand Vs Ireland,Ireland,Fionn Hand ,5,3,1,0,166.66,8,out,1862
New Zealand Vs Ireland,Ireland,Mark Adair ,4,5,0,0,80.00,9,out,1862
New Zealand Vs Ireland,Ireland,Barry McCarthy ,6,5,0,0,120.00,10,not out ,1862
New Zealand Vs Ireland,Ireland,Josh Little ,8,4,0,1,200.00,11,not out ,1862
Australia Vs Afghanistan,Australia,David Warner ,25,18,5,0,138.88,1,out,1864
Australia Vs Afghanistan,Australia,Cameron Green ,3,2,0,0,150.00,2,out,1864
Australia Vs Afghanistan,Australia,Mitchell Marsh ,45,30,3,2,150.00,3,out,1864
Australia Vs Afghanistan,Australia,Steven Smith ,4,4,1,0,100.00,4,out,1864
Australia Vs Afghanistan,Australia,Marcus Stoinis ,25,21,0,2,119.04,5,out,1864
Australia Vs Afghanistan,Australia,Glenn Maxwell ,54,32,6,2,168.75,6,not out ,1864
Australia Vs Afghanistan,Australia,Matthew Wade ,6,8,1,0,75.00,7,out,1864
Australia Vs Afghanistan,Australia,Pat Cummins ,0,2,0,0,0.00,8,out,1864
Australia Vs Afghanistan,Australia,Kane Richardson ,1,1,0,0,100.00,9,out,1864
Australia Vs Afghanistan,Australia,Adam Zampa ,1,1,0,0,100.00,10,not out ,1864
Australia Vs Afghanistan,Afghanistan,Rahmanullah Gurbaz ,30,17,2,2,176.47,1,out,1864
Australia Vs Afghanistan,Afghanistan,Usman Ghani ,2,7,0,0,28.57,2,out,1864
Australia Vs Afghanistan,Afghanistan,Ibrahim Zadran ,26,33,2,0,78.78,3,out,1864
Australia Vs Afghanistan,Afghanistan,Gulbadin Naib ,39,23,3,2,169.56,4,out,1864
Australia Vs Afghanistan,Afghanistan,Mohammad Nabi ,1,2,0,0,50.00,5,out,1864
Australia Vs Afghanistan,Afghanistan,Najibullah Zadran ,0,2,0,0,0.00,6,out,1864
Australia Vs Afghanistan,Afghanistan,Darwish Rasooli ,15,13,1,0,115.38,7,out,1864
Australia Vs Afghanistan,Afghanistan,Rashid Khan ,48,23,3,4,208.69,8,not out ,1864
Australia Vs Afghanistan,Afghanistan,Naveen ul Haq ,0,0,0,0,-,9,not out ,1864
Sri Lanka Vs England,Sri Lanka,Pathum Nissanka ,67,45,2,5,148.88,1,out,1867
Sri Lanka Vs England,Sri Lanka,Kusal Mendis ,18,14,1,1,128.57,2,out,1867
Sri Lanka Vs England,Sri Lanka,Dhananjaya de Silva ,9,11,0,0,81.81,3,out,1867
Sri Lanka Vs England,Sri Lanka,Charith Asalanka ,8,9,0,0,88.88,4,out,1867
Sri Lanka Vs England,Sri Lanka,Bhanuka Rajapaksa ,22,22,3,0,100.00,5,out,1867
Sri Lanka Vs England,Sri Lanka,Dasun Shanaka ,3,8,0,0,37.50,6,out,1867
Sri Lanka Vs England,Sri Lanka,Wanindu Hasaranga de Silva ,9,9,1,0,100.00,7,out,1867
Sri Lanka Vs England,Sri Lanka,Chamika Karunaratne ,0,2,0,0,0.00,8,out,1867
Sri Lanka Vs England,Sri Lanka,Maheesh Theekshana ,0,0,0,0,-,9,not out ,1867
Sri Lanka Vs England,England,Jos Buttler ,28,23,2,1,121.73,1,out,1867
Sri Lanka Vs England,England,Alex Hales ,47,30,7,1,156.66,2,out,1867
Sri Lanka Vs England,England,Ben Stokes ,42,36,2,0,116.66,3,not out ,1867
Sri Lanka Vs England,England,Harry Brook ,4,5,0,0,80.00,4,out,1867
Sri Lanka Vs England,England,Liam Livingstone ,4,6,0,0,66.66,5,out,1867
Sri Lanka Vs England,England,Moeen Ali ,1,5,0,0,20.00,6,out,1867
Sri Lanka Vs England,England,Sam Curran ,6,11,0,0,54.54,7,out,1867
Sri Lanka Vs England,England,Chris Woakes ,5,3,1,0,166.66,8,not out ,1867
Netherlands Vs South Africa,Netherlands,Stephan Myburgh ,37,30,7,0,123.33,1,out,1871
Netherlands Vs South Africa,Netherlands,Max O Dowd ,29,31,1,1,93.54,2,out,1871
Netherlands Vs South Africa,Netherlands,Tom Cooper ,35,19,2,2,184.21,3,out,1871
Netherlands Vs South Africa,Netherlands,Colin Ackermann ,41,26,3,2,157.69,4,not out ,1871
Netherlands Vs South Africa,Netherlands,Bas de Leede ,1,7,0,0,14.28,5,out,1871
Netherlands Vs South Africa,Netherlands,Scott Edwards ,12,7,2,0,171.42,6,not out ,1871
Netherlands Vs South Africa,South Africa,Quinton de Kock ,13,13,1,1,100.00,1,out,1871
Netherlands Vs South Africa,South Africa,Temba Bavuma ,20,20,2,0,100.00,2,out,1871
Netherlands Vs South Africa,South Africa,Rilee Rossouw ,25,19,2,0,131.57,3,out,1871
Netherlands Vs South Africa,South Africa,Aiden Markram ,17,13,2,0,130.76,4,out,1871
Netherlands Vs South Africa,South Africa,David Miller ,17,17,1,0,100.00,5,out,1871
Netherlands Vs South Africa,South Africa,Heinrich Klaasen ,21,18,0,1,116.66,6,out,1871
Netherlands Vs South Africa,South Africa,Wayne Parnell ,0,2,0,0,0.00,7,out,1871
Netherlands Vs South Africa,South Africa,Keshav Maharaj ,13,12,0,1,108.33,8,out,1871
Netherlands Vs South Africa,South Africa,Kagiso Rabada ,9,8,0,0,112.50,9,not out ,1871
Netherlands Vs South Africa,South Africa,Anrich Nortje ,4,1,1,0,400.00,10,not out ,1871
Bangladesh Vs Pakistan,Bangladesh,Najmul Hossain Shanto ,54,48,7,0,112.50,1,out,1872
Bangladesh Vs Pakistan,Bangladesh,Litton Das ,10,8,0,1,125.00,2,out,1872
Bangladesh Vs Pakistan,Bangladesh,Soumya Sarkar ,20,17,1,1,117.64,3,out,1872
Bangladesh Vs Pakistan,Bangladesh,Shakib Al Hasan ,0,1,0,0,0.00,4,out,1872
Bangladesh Vs Pakistan,Bangladesh,Afif Hossain ,24,20,3,0,120.00,5,not out ,1872
Bangladesh Vs Pakistan,Bangladesh,Mosaddek Hossain ,5,11,0,0,45.45,6,out,1872
Bangladesh Vs Pakistan,Bangladesh,Nurul Hasan ,0,3,0,0,0.00,7,out,1872
Bangladesh Vs Pakistan,Bangladesh,Taskin Ahmed ,1,5,0,0,20.00,8,out,1872
Bangladesh Vs Pakistan,Bangladesh,Nasum Ahmed ,7,6,1,0,116.66,9,out,1872
Bangladesh Vs Pakistan,Bangladesh,Mustafizur Rahman ,0,1,0,0,0.00,10,not out ,1872
Bangladesh Vs Pakistan,Pakistan,Mohammad Rizwan ,32,32,2,1,100.00,1,out,1872
Bangladesh Vs Pakistan,Pakistan,Babar Azam ,25,33,2,0,75.75,2,out,1872
Bangladesh Vs Pakistan,Pakistan,Mohammad Nawaz ,4,11,0,0,36.36,3,out,1872
Bangladesh Vs Pakistan,Pakistan,Mohammad Haris ,31,18,1,2,172.22,4,out,1872
Bangladesh Vs Pakistan,Pakistan,Shan Masood ,24,14,2,0,171.42,5,not out ,1872
Bangladesh Vs Pakistan,Pakistan,Iftikhar Ahmed ,1,3,0,0,33.33,6,out,1872
Bangladesh Vs Pakistan,Pakistan,Shadab Khan ,0,0,0,0,-,7,not out ,1872
India Vs Zimbabwe,India,KL Rahul ,51,35,3,3,145.71,1,out,1873
India Vs Zimbabwe,India,Rohit Sharma ,15,13,2,0,115.38,2,out,1873
India Vs Zimbabwe,India,Virat Kohli ,26,25,2,0,104.00,3,out,1873
India Vs Zimbabwe,India,Suryakumar Yadav ,61,25,6,4,244.00,4,not out ,1873
India Vs Zimbabwe,India,Rishabh Pant ,3,5,0,0,60.00,5,out,1873
India Vs Zimbabwe,India,Hardik Pandya ,18,18,2,0,100.00,6,out,1873
India Vs Zimbabwe,India,Axar Patel ,0,0,0,0,-,7,not out ,1873
India Vs Zimbabwe,Zimbabwe,Wessly Madhevere ,0,1,0,0,0.00,1,out,1873
India Vs Zimbabwe,Zimbabwe,Craig Ervine ,13,15,2,0,86.66,2,out,1873
India Vs Zimbabwe,Zimbabwe,Regis Chakabva ,0,6,0,0,0.00,3,out,1873
India Vs Zimbabwe,Zimbabwe,Sean Williams ,11,18,0,1,61.11,4,out,1873
India Vs Zimbabwe,Zimbabwe,Sikandar Raza ,34,24,3,0,141.66,5,out,1873
India Vs Zimbabwe,Zimbabwe,Tony Munyonga ,5,4,1,0,125.00,6,out,1873
India Vs Zimbabwe,Zimbabwe,Ryan Burl ,35,22,5,1,159.09,7,out,1873
India Vs Zimbabwe,Zimbabwe,Wellington Masakadza ,1,7,0,0,14.28,8,out,1873
India Vs Zimbabwe,Zimbabwe,Richard Ngarava ,1,2,0,0,50.00,9,out,1873
India Vs Zimbabwe,Zimbabwe,Tendai Chatara ,4,4,1,0,100.00,10,out,1873
India Vs Zimbabwe,Zimbabwe,Blessing Muzarabani ,0,2,0,0,0.00,11,not out ,1873
New Zealand Vs Pakistan,New Zealand,Finn Allen ,4,3,1,0,133.33,1,out,1877
New Zealand Vs Pakistan,New Zealand,Devon Conway ,21,20,3,0,105.00,2,out,1877
New Zealand Vs Pakistan,New Zealand,Kane Williamson ,46,42,1,1,109.52,3,out,1877
New Zealand Vs Pakistan,New Zealand,Glenn Phillips ,6,8,1,0,75.00,4,out,1877
New Zealand Vs Pakistan,New Zealand,Daryl Mitchell ,53,35,3,1,151.42,5,not out ,1877
New Zealand Vs Pakistan,New Zealand,James Neesham ,16,12,1,0,133.33,6,not out ,1877
New Zealand Vs Pakistan,Pakistan,Mohammad Rizwan ,57,43,5,0,132.55,1,out,1877
New Zealand Vs Pakistan,Pakistan,Babar Azam ,53,42,7,0,126.19,2,out,1877
New Zealand Vs Pakistan,Pakistan,Mohammad Haris ,30,26,2,1,115.38,3,out,1877
New Zealand Vs Pakistan,Pakistan,Shan Masood ,3,4,0,0,75.00,4,not out ,1877
New Zealand Vs Pakistan,Pakistan,Iftikhar Ahmed ,0,0,0,0,-,5,not out ,1877
India Vs England,India,KL Rahul ,5,5,1,0,100.00,1,out,1878
India Vs England,India,Rohit Sharma ,27,28,4,0,96.42,2,out,1878
India Vs England,India,Virat Kohli ,50,40,4,1,125.00,3,out,1878
India Vs England,India,Suryakumar Yadav ,14,10,1,1,140.00,4,out,1878
India Vs England,India,Hardik Pandya ,63,33,4,5,190.90,5,out,1878
India Vs England,India,Rishabh Pant ,6,4,1,0,150.00,6,out,1878
India Vs England,India,Ravichandran Ashwin ,0,0,0,0,-,7,not out ,1878
India Vs England,England,Jos Buttler ,80,49,9,3,163.26,1,not out ,1878
India Vs England,England,Alex Hales ,86,47,4,7,182.97,2,not out ,1878
Pakistan Vs England,Pakistan,Mohammad Rizwan ,15,14,0,1,107.14,1,out,1879
Pakistan Vs England,Pakistan,Babar Azam ,32,28,2,0,114.28,2,out,1879
Pakistan Vs England,Pakistan,Mohammad Haris ,8,12,1,0,66.66,3,out,1879
Pakistan Vs England,Pakistan,Shan Masood ,38,28,2,1,135.71,4,out,1879
Pakistan Vs England,Pakistan,Iftikhar Ahmed ,0,6,0,0,0.00,5,out,1879
Pakistan Vs England,Pakistan,Shadab Khan ,20,14,2,0,142.85,6,out,1879
Pakistan Vs England,Pakistan,Mohammad Nawaz ,5,7,0,0,71.42,7,out,1879
Pakistan Vs England,Pakistan,Mohammad Wasim ,4,8,0,0,50.00,8,out,1879
Pakistan Vs England,Pakistan,Shaheen Shah Afridi ,5,3,1,0,166.66,9,not out ,1879
Pakistan Vs England,Pakistan,Haris Rauf ,1,1,0,0,100.00,10,not out ,1879
Pakistan Vs England,England,Jos Buttler ,26,17,3,1,152.94,1,out,1879
Pakistan Vs England,England,Alex Hales ,1,2,0,0,50.00,2,out,1879
Pakistan Vs England,England,Phil Salt ,10,9,2,0,111.11,3,out,1879
Pakistan Vs England,England,Ben Stokes ,52,49,5,1,106.12,4,not out ,1879
Pakistan Vs England,England,Harry Brook ,20,23,1,0,86.95,5,out,1879
Pakistan Vs England,England,Moeen Ali ,19,13,3,0,146.15,6,out,1879
Pakistan Vs England,England,Liam Livingstone ,1,1,0,0,100.00,7,not out ,1879
